name,date,opp,mp,fanduel_pts
LeBron James,2013-12-03,DET,2218,38
LeBron James,2013-12-01,CHA,2296,39
LeBron James,2013-11-29,TOR,2187,39.7
LeBron James,2013-11-27,CLE,2226,54.6
LeBron James,2013-11-25,PHO,2001,47
LeBron James,2013-11-23,ORL,2255,46.3
LeBron James,2013-11-20,ORL,1745,38.7
LeBron James,2013-11-19,ATL,1842,26.7
LeBron James,2013-11-16,CHA,1915,46.3
LeBron James,2013-11-15,DAL,2218,48.2
LeBron James,2013-11-12,MIL,1798,36.6
LeBron James,2013-11-09,BOS,2192,44.6
LeBron James,2013-11-07,LAC,2229,31
LeBron James,2013-11-05,TOR,2161,57.6
LeBron James,2013-11-03,WAS,2081,32.1
Chris Paul,2013-12-04,ATL,2212,44.1
Chris Paul,2013-12-01,IND,2040,36.6
Chris Paul,2013-11-27,NYK,1575,33.5
Chris Paul,2013-11-24,CHI,1632,47.7
Chris Paul,2013-11-23,SAC,2275,42.7
Chris Paul,2013-11-21,OKC,2117,38
Chris Paul,2013-11-20,MIN,2116,48.7
Chris Paul,2013-11-18,MEM,2127,43.3
Chris Paul,2013-11-16,BRK,2068,44.9
Chris Paul,2013-11-13,OKC,2452,52.4
Chris Paul,2013-11-11,MIN,2076,44.3
Chris Paul,2013-11-09,HOU,2230,40.5
Chris Paul,2013-11-07,MIA,2246,34
Chris Paul,2013-11-06,ORL,2119,39
Chris Paul,2013-11-04,HOU,1997,54.1
Carmelo Anthony,2013-12-01,NOP,2627,40.5
Carmelo Anthony,2013-11-29,DEN,2415,38.4
Carmelo Anthony,2013-11-27,LAC,2432,38.3
Carmelo Anthony,2013-11-25,POR,2566,58.5
Carmelo Anthony,2013-11-23,WAS,2448,39.4
Carmelo Anthony,2013-11-20,IND,2509,56.1
Carmelo Anthony,2013-11-19,DET,2235,31.9
Carmelo Anthony,2013-11-16,ATL,2024,41.4
Carmelo Anthony,2013-11-14,HOU,2629,62
Carmelo Anthony,2013-11-13,ATL,2402,32.8
Carmelo Anthony,2013-11-10,SAS,2083,28.1
Carmelo Anthony,2013-11-08,CHA,2355,47.6
Carmelo Anthony,2013-11-05,CHA,2677,43
Carmelo Anthony,2013-11-03,MIN,2644,41.9
Carmelo Anthony,2013-10-31,CHI,2521,50.2
Blake Griffin,2013-12-04,ATL,2194,40.4
Blake Griffin,2013-12-01,IND,2192,30.4
Blake Griffin,2013-11-29,SAC,2337,32.9
Blake Griffin,2013-11-27,NYK,2144,32.6
Blake Griffin,2013-11-24,CHI,1638,38.4
Blake Griffin,2013-11-23,SAC,2414,30
Blake Griffin,2013-11-21,OKC,2199,47.5
Blake Griffin,2013-11-20,MIN,2299,41
Blake Griffin,2013-11-18,MEM,1998,42.7
Blake Griffin,2013-11-16,BRK,2399,46.4
Blake Griffin,2013-11-13,OKC,2279,47.9
Blake Griffin,2013-11-11,MIN,2358,44.5
Blake Griffin,2013-11-09,HOU,2041,32.4
Blake Griffin,2013-11-07,MIA,2298,45.8
Blake Griffin,2013-11-06,ORL,2403,46.6
Luol Deng,2013-12-02,NOP,3338,50.1
Luol Deng,2013-11-30,CLE,2336,45.3
Luol Deng,2013-11-27,DET,2447,47.7
Luol Deng,2013-11-25,UTA,2684,37
Luol Deng,2013-11-24,LAC,1948,32.4
Luol Deng,2013-11-22,POR,2573,30.8
Luol Deng,2013-11-21,DEN,1954,22.6
Luol Deng,2013-11-18,CHA,2346,34.1
Luol Deng,2013-11-16,IND,1947,35.4
Luol Deng,2013-11-15,TOR,2263,31.3
Luol Deng,2013-11-11,CLE,2196,23.5
Luol Deng,2013-11-08,UTA,2288,50.7
Luol Deng,2013-11-06,IND,2163,23.1
Luol Deng,2013-11-02,PHI,2201,37.4
Luol Deng,2013-10-31,NYK,2389,29.6
Dwyane Wade,2013-12-01,CHA,2098,27.6
Dwyane Wade,2013-11-29,TOR,2068,42.4
Dwyane Wade,2013-11-27,CLE,2156,29.3
Dwyane Wade,2013-11-25,PHO,1984,43.2
Dwyane Wade,2013-11-23,ORL,2051,38.8
Dwyane Wade,2013-11-16,CHA,1378,8.9
Dwyane Wade,2013-11-15,DAL,2169,51
Dwyane Wade,2013-11-12,MIL,1832,25.9
Dwyane Wade,2013-11-09,BOS,2028,35.1
Dwyane Wade,2013-11-07,LAC,2034,45.3
Dwyane Wade,2013-11-05,TOR,2011,36.7
Dwyane Wade,2013-11-03,WAS,2092,36.5
Dwyane Wade,2013-11-01,BRK,2255,34
Dwyane Wade,2013-10-29,CHI,2167,23.3
Dwyane Wade,NULL,NULL,NULL,NULL
Marc Gasol,2013-11-22,SAS,590,7.9
Marc Gasol,2013-11-20,GSW,2316,44.2
Marc Gasol,2013-11-18,LAC,2452,46.8
Marc Gasol,2013-11-17,SAC,2363,39.1
Marc Gasol,2013-11-15,LAL,2491,50.6
Marc Gasol,2013-11-13,TOR,1988,36
Marc Gasol,2013-11-11,IND,1773,30.7
Marc Gasol,2013-11-09,GSW,2496,38.9
Marc Gasol,2013-11-06,NOP,1841,19.2
Marc Gasol,2013-11-04,BOS,2103,25.6
Marc Gasol,2013-11-02,DAL,2139,29.5
Marc Gasol,2013-11-01,DET,2221,36.1
Marc Gasol,2013-10-30,SAS,2041,27.8
Marc Gasol,NULL,NULL,NULL,NULL
Marc Gasol,NULL,NULL,NULL,NULL
Mike Conley,2013-12-03,PHO,2212,39.4
Mike Conley,2013-11-30,BRK,2080,32.2
Mike Conley,2013-11-27,BOS,1975,32.7
Mike Conley,2013-11-25,HOU,2022,29.4
Mike Conley,2013-11-22,SAS,2277,38.2
Mike Conley,2013-11-20,GSW,2329,34.2
Mike Conley,2013-11-18,LAC,1759,23.9
Mike Conley,2013-11-17,SAC,2296,35.7
Mike Conley,2013-11-15,LAL,2041,25.9
Mike Conley,2013-11-13,TOR,2115,39.5
Mike Conley,2013-11-11,IND,1766,17
Mike Conley,2013-11-09,GSW,1520,35.6
Mike Conley,2013-11-06,NOP,2021,29.7
Mike Conley,2013-11-04,BOS,1953,27.4
Mike Conley,2013-11-02,DAL,2282,47.8
DeAndre Jordan,2013-12-04,ATL,1827,18.6
DeAndre Jordan,2013-12-01,IND,2119,36.4
DeAndre Jordan,2013-11-29,SAC,2414,48
DeAndre Jordan,2013-11-27,NYK,2109,29.1
DeAndre Jordan,2013-11-24,CHI,1580,13.4
DeAndre Jordan,2013-11-23,SAC,2266,37.4
DeAndre Jordan,2013-11-21,OKC,1919,20.9
DeAndre Jordan,2013-11-20,MIN,1645,16.4
DeAndre Jordan,2013-11-18,MEM,2535,33.7
DeAndre Jordan,2013-11-16,BRK,2111,36.2
DeAndre Jordan,2013-11-13,OKC,1929,30.8
DeAndre Jordan,2013-11-11,MIN,2158,29.2
DeAndre Jordan,2013-11-09,HOU,2149,47.6
DeAndre Jordan,2013-11-07,MIA,2522,33.3
DeAndre Jordan,2013-11-06,ORL,2611,40.8
Derrick Rose,2013-11-22,POR,1651,30.5
Derrick Rose,2013-11-21,DEN,1985,27.8
Derrick Rose,2013-11-18,CHA,1836,22.1
Derrick Rose,2013-11-16,IND,1859,31.6
Derrick Rose,2013-11-11,CLE,2040,30.1
Derrick Rose,2013-11-08,UTA,1624,21.9
Derrick Rose,2013-11-06,IND,1648,17.2
Derrick Rose,2013-11-02,PHI,1948,18.8
Derrick Rose,2013-10-31,NYK,2023,25.7
Derrick Rose,2013-10-29,MIA,2061,14.2
Derrick Rose,NULL,NULL,NULL,NULL
Derrick Rose,NULL,NULL,NULL,NULL
Derrick Rose,NULL,NULL,NULL,NULL
Derrick Rose,NULL,NULL,NULL,NULL
Derrick Rose,NULL,NULL,NULL,NULL
Zach Randolph,2013-11-27,BOS,2112,24.4
Zach Randolph,2013-11-25,HOU,2091,19.2
Zach Randolph,2013-11-22,SAS,2375,30.5
Zach Randolph,2013-11-20,GSW,2768,38.9
Zach Randolph,2013-11-18,LAC,2184,51
Zach Randolph,2013-11-17,SAC,2030,34
Zach Randolph,2013-11-15,LAL,2144,43.2
Zach Randolph,2013-11-13,TOR,1815,24
Zach Randolph,2013-11-11,IND,1623,18.7
Zach Randolph,2013-11-09,GSW,2082,38.7
Zach Randolph,2013-11-06,NOP,473,1.5
Zach Randolph,2013-11-04,BOS,1920,19.9
Zach Randolph,2013-11-02,DAL,2082,40.8
Zach Randolph,2013-11-01,DET,2169,31
Zach Randolph,2013-10-30,SAS,1544,12.9
Brook Lopez,2013-12-03,DEN,1274,18.9
Brook Lopez,2013-11-30,MEM,1876,30.3
Brook Lopez,2013-11-29,HOU,1285,21.2
Brook Lopez,2013-11-15,PHO,2163,37.4
Brook Lopez,2013-11-13,SAC,1599,35.8
Brook Lopez,2013-11-09,IND,1926,26.4
Brook Lopez,2013-11-08,WAS,2231,30
Brook Lopez,2013-11-05,UTA,1500,43.4
Brook Lopez,2013-11-03,ORL,1974,39.2
Brook Lopez,2013-11-01,MIA,1219,23.2
Brook Lopez,2013-10-30,CLE,2017,35.5
Brook Lopez,NULL,NULL,NULL,NULL
Brook Lopez,NULL,NULL,NULL,NULL
Brook Lopez,NULL,NULL,NULL,NULL
Brook Lopez,NULL,NULL,NULL,NULL
Deron Williams,2013-11-20,CHA,800,6.2
Deron Williams,2013-11-15,PHO,280,3.2
Deron Williams,2013-11-13,SAC,2106,25.9
Deron Williams,2013-11-09,IND,1964,32
Deron Williams,2013-11-08,WAS,1844,16.1
Deron Williams,2013-11-05,UTA,1464,25.2
Deron Williams,2013-11-03,ORL,1618,19.7
Deron Williams,2013-11-01,MIA,1629,23.8
Deron Williams,2013-10-30,CLE,1304,22.1
Deron Williams,NULL,NULL,NULL,NULL
Deron Williams,NULL,NULL,NULL,NULL
Deron Williams,NULL,NULL,NULL,NULL
Deron Williams,NULL,NULL,NULL,NULL
Deron Williams,NULL,NULL,NULL,NULL
Deron Williams,NULL,NULL,NULL,NULL
Carlos Boozer,2013-12-02,NOP,1588,17.7
Carlos Boozer,2013-11-30,CLE,1781,24.9
Carlos Boozer,2013-11-27,DET,1613,16.9
Carlos Boozer,2013-11-25,UTA,2485,46.7
Carlos Boozer,2013-11-24,LAC,1524,21.7
Carlos Boozer,2013-11-22,POR,1473,20.4
Carlos Boozer,2013-11-21,DEN,1818,30
Carlos Boozer,2013-11-18,CHA,2018,29.9
Carlos Boozer,2013-11-16,IND,1576,20.7
Carlos Boozer,2013-11-15,TOR,1750,29.6
Carlos Boozer,2013-11-11,CLE,2030,35.4
Carlos Boozer,2013-11-08,UTA,1439,33
Carlos Boozer,2013-11-06,IND,1845,17.3
Carlos Boozer,2013-11-02,PHI,1917,37
Carlos Boozer,2013-10-31,NYK,1961,25.9
Joakim Noah,2013-12-02,NOP,3021,36
Joakim Noah,2013-11-30,CLE,2244,28.1
Joakim Noah,2013-11-27,DET,2010,24.5
Joakim Noah,2013-11-25,UTA,1953,25.6
Joakim Noah,2013-11-24,LAC,1348,14.8
Joakim Noah,2013-11-22,POR,1622,15.9
Joakim Noah,2013-11-21,DEN,1969,38.4
Joakim Noah,2013-11-18,CHA,2111,23.9
Joakim Noah,2013-11-16,IND,1918,24.4
Joakim Noah,2013-11-15,TOR,1993,32.3
Joakim Noah,2013-11-11,CLE,1630,24.7
Joakim Noah,2013-11-08,UTA,1497,26.1
Joakim Noah,2013-11-06,IND,1645,21.6
Joakim Noah,2013-11-02,PHI,1933,30.3
Joakim Noah,2013-10-31,NYK,2158,34.5
Andrea Bargnani,2013-12-01,NOP,2165,39.4
Andrea Bargnani,2013-11-29,DEN,2337,32
Andrea Bargnani,2013-11-27,LAC,2326,41.5
Andrea Bargnani,2013-11-25,POR,2609,28.7
Andrea Bargnani,2013-11-23,WAS,2002,24.3
Andrea Bargnani,2013-11-20,IND,2273,21.6
Andrea Bargnani,2013-11-19,DET,2278,25.2
Andrea Bargnani,2013-11-16,ATL,1705,31.8
Andrea Bargnani,2013-11-14,HOU,1978,30.8
Andrea Bargnani,2013-11-13,ATL,1859,37.2
Andrea Bargnani,2013-11-10,SAS,1561,16.2
Andrea Bargnani,2013-11-08,CHA,2088,48.1
Andrea Bargnani,2013-11-05,CHA,1382,7.4
Andrea Bargnani,2013-11-03,MIN,1126,16.6
Andrea Bargnani,2013-10-31,CHI,1478,8.7
Kosta Koufos,2013-12-03,PHO,1932,36.4
Kosta Koufos,2013-11-30,BRK,2387,33.2
Kosta Koufos,2013-11-27,BOS,2120,31.1
Kosta Koufos,2013-11-25,HOU,1846,29.6
Kosta Koufos,2013-11-22,SAS,1667,13.4
Kosta Koufos,2013-11-20,GSW,1276,20.6
Kosta Koufos,2013-11-18,LAC,1090,34.8
Kosta Koufos,2013-11-17,SAC,808,17.2
Kosta Koufos,2013-11-15,LAL,1123,12
Kosta Koufos,2013-11-13,TOR,483,3.8
Kosta Koufos,2013-11-11,IND,1327,7
Kosta Koufos,2013-11-09,GSW,1094,9.9
Kosta Koufos,2013-11-06,NOP,1032,13.1
Kosta Koufos,2013-11-04,BOS,757,10.4
Kosta Koufos,2013-11-02,DAL,1043,15.6
Chris Bosh,2013-12-03,DET,1922,21.2
Chris Bosh,2013-12-01,CHA,2077,33.8
Chris Bosh,2013-11-29,TOR,1228,12.5
Chris Bosh,2013-11-27,CLE,1813,23.4
Chris Bosh,2013-11-25,PHO,1642,11.8
Chris Bosh,2013-11-23,ORL,1879,26.2
Chris Bosh,2013-11-20,ORL,1439,28
Chris Bosh,2013-11-19,ATL,1499,29
Chris Bosh,2013-11-16,CHA,934,8.6
Chris Bosh,2013-11-15,DAL,1787,24.8
Chris Bosh,2013-11-12,MIL,1414,25.5
Chris Bosh,2013-11-09,BOS,1881,35.9
Chris Bosh,2013-11-07,LAC,1750,22.7
Chris Bosh,2013-11-03,WAS,1883,37.4
Chris Bosh,2013-11-01,BRK,2068,22.3
Raymond Felton,2013-12-01,NOP,2258,27.4
Raymond Felton,2013-11-29,DEN,2230,22.3
Raymond Felton,2013-11-27,LAC,2125,26.1
Raymond Felton,2013-11-16,ATL,2003,19.3
Raymond Felton,2013-11-14,HOU,2437,17.5
Raymond Felton,2013-11-13,ATL,1897,23.9
Raymond Felton,2013-11-10,SAS,1490,14
Raymond Felton,2013-11-08,CHA,2267,28.3
Raymond Felton,2013-11-05,CHA,2238,28.2
Raymond Felton,2013-11-03,MIN,2286,33.4
Raymond Felton,2013-10-31,CHI,2205,26.8
Raymond Felton,2013-10-30,MIL,2058,26.7
Raymond Felton,NULL,NULL,NULL,NULL
Raymond Felton,NULL,NULL,NULL,NULL
Raymond Felton,NULL,NULL,NULL,NULL
Joe Johnson,2013-12-03,DEN,1870,23.7
Joe Johnson,2013-11-30,MEM,2471,42
Joe Johnson,2013-11-29,HOU,980,7.6
Joe Johnson,2013-11-27,LAL,2192,28.3
Joe Johnson,2013-11-26,TOR,2324,32.2
Joe Johnson,2013-11-24,DET,2627,44.4
Joe Johnson,2013-11-22,MIN,1578,24.4
Joe Johnson,2013-11-20,CHA,2137,23.4
Joe Johnson,2013-11-18,POR,2276,21.3
Joe Johnson,2013-11-16,LAC,2057,23.6
Joe Johnson,2013-11-15,PHO,2687,18.5
Joe Johnson,2013-11-13,SAC,2173,13.9
Joe Johnson,2013-11-09,IND,1935,20.6
Joe Johnson,2013-11-08,WAS,2059,31.4
Joe Johnson,2013-11-05,UTA,1529,21.6
Jamal Crawford,2013-12-04,ATL,1824,15.5
Jamal Crawford,2013-12-01,IND,1978,25.2
Jamal Crawford,2013-11-29,SAC,2249,53.9
Jamal Crawford,2013-11-27,NYK,1509,19
Jamal Crawford,2013-11-24,CHI,1064,15.6
Jamal Crawford,2013-11-23,SAC,1582,15.6
Jamal Crawford,2013-11-21,OKC,1710,26.4
Jamal Crawford,2013-11-20,MIN,1884,18.1
Jamal Crawford,2013-11-18,MEM,1398,13.9
Jamal Crawford,2013-11-16,BRK,1246,19.4
Jamal Crawford,2013-11-13,OKC,1613,27.6
Jamal Crawford,2013-11-11,MIN,1847,26.4
Jamal Crawford,2013-11-09,HOU,1858,20.9
Jamal Crawford,2013-11-07,MIA,1769,17.7
Jamal Crawford,2013-11-06,ORL,1262,16.9
Jimmy Butler,2013-11-18,CHA,1332,24
Jimmy Butler,2013-11-16,IND,1478,16.9
Jimmy Butler,2013-11-15,TOR,2025,28.4
Jimmy Butler,2013-11-11,CLE,1447,14.4
Jimmy Butler,2013-11-08,UTA,1635,17.3
Jimmy Butler,2013-11-06,IND,1546,14.3
Jimmy Butler,2013-11-02,PHI,2341,26.2
Jimmy Butler,2013-10-31,NYK,2487,29.5
Jimmy Butler,2013-10-29,MIA,1795,38.1
Jimmy Butler,NULL,NULL,NULL,NULL
Jimmy Butler,NULL,NULL,NULL,NULL
Jimmy Butler,NULL,NULL,NULL,NULL
Jimmy Butler,NULL,NULL,NULL,NULL
Jimmy Butler,NULL,NULL,NULL,NULL
Jimmy Butler,NULL,NULL,NULL,NULL
Tyson Chandler,2013-11-05,CHA,395,7.9
Tyson Chandler,2013-11-03,MIN,1924,22.3
Tyson Chandler,2013-10-31,CHI,2164,40.8
Tyson Chandler,2013-10-30,MIL,1907,29.7
Tyson Chandler,NULL,NULL,NULL,NULL
Tyson Chandler,NULL,NULL,NULL,NULL
Tyson Chandler,NULL,NULL,NULL,NULL
Tyson Chandler,NULL,NULL,NULL,NULL
Tyson Chandler,NULL,NULL,NULL,NULL
Tyson Chandler,NULL,NULL,NULL,NULL
Tyson Chandler,NULL,NULL,NULL,NULL
Tyson Chandler,NULL,NULL,NULL,NULL
Tyson Chandler,NULL,NULL,NULL,NULL
Tyson Chandler,NULL,NULL,NULL,NULL
Tyson Chandler,NULL,NULL,NULL,NULL
Kevin Garnett,2013-12-03,DEN,1011,12.7
Kevin Garnett,2013-11-30,MEM,1679,22.5
Kevin Garnett,2013-11-27,LAL,1405,17.8
Kevin Garnett,2013-11-26,TOR,1468,27.2
Kevin Garnett,2013-11-24,DET,1353,19.3
Kevin Garnett,2013-11-22,MIN,1241,22.6
Kevin Garnett,2013-11-20,CHA,1265,22.1
Kevin Garnett,2013-11-18,POR,1463,31.6
Kevin Garnett,2013-11-15,PHO,1656,25.8
Kevin Garnett,2013-11-13,SAC,877,18.1
Kevin Garnett,2013-11-09,IND,1631,21.6
Kevin Garnett,2013-11-08,WAS,1437,20.2
Kevin Garnett,2013-11-05,UTA,816,9.3
Kevin Garnett,2013-11-03,ORL,1345,16.5
Kevin Garnett,2013-11-01,MIA,1548,16.4
Andray Blatche,2013-12-03,DEN,1444,22.7
Andray Blatche,2013-11-30,MEM,1291,35.1
Andray Blatche,2013-11-29,HOU,625,4.6
Andray Blatche,2013-11-27,LAL,1619,35.1
Andray Blatche,2013-11-26,TOR,1890,36
Andray Blatche,2013-11-24,DET,1543,18.8
Andray Blatche,2013-11-22,MIN,1303,16.8
Andray Blatche,2013-11-20,CHA,1732,34.9
Andray Blatche,2013-11-18,POR,1374,25.5
Andray Blatche,2013-11-16,LAC,2021,32.6
Andray Blatche,2013-11-15,PHO,1067,16.9
Andray Blatche,2013-11-13,SAC,887,11.5
Andray Blatche,2013-11-09,IND,1166,16
Andray Blatche,2013-11-08,WAS,1623,30.1
Andray Blatche,2013-11-05,UTA,1344,12.6
J.R. Smith,2013-12-01,NOP,2068,25.1
J.R. Smith,2013-11-29,DEN,1933,24.7
J.R. Smith,2013-11-27,LAC,1578,17
J.R. Smith,2013-11-25,POR,1476,14.3
J.R. Smith,2013-11-23,WAS,1823,19.6
J.R. Smith,2013-11-20,IND,2288,30
J.R. Smith,2013-11-19,DET,2052,21.2
J.R. Smith,2013-11-16,ATL,2188,13.5
J.R. Smith,2013-11-14,HOU,2330,38.6
J.R. Smith,2013-11-13,ATL,1977,23.9
J.R. Smith,2013-11-10,SAS,1233,9.9
J.R. Smith,NULL,NULL,NULL,NULL
J.R. Smith,NULL,NULL,NULL,NULL
J.R. Smith,NULL,NULL,NULL,NULL
J.R. Smith,NULL,NULL,NULL,NULL
Taj Gibson,2013-12-02,NOP,2667,52.8
Taj Gibson,2013-11-30,CLE,1440,26.8
Taj Gibson,2013-11-27,DET,1612,33.1
Taj Gibson,2013-11-25,UTA,1659,15
Taj Gibson,2013-11-24,LAC,1233,18.1
Taj Gibson,2013-11-22,POR,1582,13
Taj Gibson,2013-11-21,DEN,1405,16.6
Taj Gibson,2013-11-18,CHA,1191,7.4
Taj Gibson,2013-11-16,IND,1594,27.6
Taj Gibson,2013-11-15,TOR,1279,19.7
Taj Gibson,2013-11-11,CLE,1605,24.6
Taj Gibson,2013-11-08,UTA,1790,18.3
Taj Gibson,2013-11-06,IND,1403,19.7
Taj Gibson,2013-11-02,PHI,1435,22.4
Taj Gibson,2013-10-31,NYK,1245,11.8
Kirk Hinrich,2013-12-02,NOP,3188,37.7
Kirk Hinrich,2013-11-30,CLE,2097,22
Kirk Hinrich,2013-11-27,DET,2228,29.1
Kirk Hinrich,2013-11-25,UTA,2139,7.4
Kirk Hinrich,2013-11-24,LAC,1668,18.9
Kirk Hinrich,2013-11-22,POR,2018,27.9
Kirk Hinrich,2013-11-21,DEN,1863,15.8
Kirk Hinrich,2013-11-18,CHA,1536,20.1
Kirk Hinrich,2013-11-16,IND,1954,28.8
Kirk Hinrich,2013-11-15,TOR,2398,25.6
Kirk Hinrich,2013-11-11,CLE,1494,21.1
Kirk Hinrich,2013-11-08,UTA,1342,12.2
Kirk Hinrich,2013-11-06,IND,1856,22.1
Kirk Hinrich,2013-11-02,PHI,1172,20.2
Kirk Hinrich,2013-10-31,NYK,990,8.7
J.J. Redick,2013-11-29,SAC,1019,18.2
J.J. Redick,2013-11-27,NYK,1410,16.4
J.J. Redick,2013-11-24,CHI,1486,27.2
J.J. Redick,2013-11-23,SAC,1881,15.5
J.J. Redick,2013-11-21,OKC,1614,15.6
J.J. Redick,2013-11-20,MIN,1944,28.3
J.J. Redick,2013-11-18,MEM,1643,16.4
J.J. Redick,2013-11-16,BRK,1777,29.7
J.J. Redick,2013-11-13,OKC,1544,21.4
J.J. Redick,2013-11-11,MIN,1442,11.7
J.J. Redick,2013-11-09,HOU,2141,38
J.J. Redick,2013-11-07,MIA,1849,17.9
J.J. Redick,2013-11-06,ORL,1930,26.8
J.J. Redick,2013-11-04,HOU,1670,40.1
J.J. Redick,2013-11-01,SAC,1681,17
Tony Allen,2013-12-03,PHO,1416,23.6
Tony Allen,2013-11-30,BRK,1303,18.6
Tony Allen,2013-11-27,BOS,1630,23.4
Tony Allen,2013-11-25,HOU,1822,30.9
Tony Allen,2013-11-22,SAS,1689,23.8
Tony Allen,2013-11-18,LAC,609,8.2
Tony Allen,2013-11-17,SAC,1771,26
Tony Allen,2013-11-15,LAL,1337,24.2
Tony Allen,2013-11-13,TOR,1819,21.8
Tony Allen,2013-11-11,IND,1426,16.1
Tony Allen,2013-11-09,GSW,1392,17.4
Tony Allen,2013-11-06,NOP,1312,15.5
Tony Allen,2013-11-04,BOS,1781,21.3
Tony Allen,2013-11-02,DAL,1211,4.6
Tony Allen,2013-11-01,DET,2117,35.6
Mario Chalmers,2013-12-03,DET,1767,15.4
Mario Chalmers,2013-12-01,CHA,1984,28.8
Mario Chalmers,2013-11-29,TOR,1704,25.4
Mario Chalmers,2013-11-27,CLE,1819,8.6
Mario Chalmers,2013-11-23,ORL,1278,11.2
Mario Chalmers,2013-11-20,ORL,1673,26.6
Mario Chalmers,2013-11-19,ATL,1664,26.6
Mario Chalmers,2013-11-15,DAL,1456,10.9
Mario Chalmers,2013-11-12,MIL,1500,34.3
Mario Chalmers,2013-11-09,BOS,1740,17.9
Mario Chalmers,2013-11-07,LAC,1393,15.4
Mario Chalmers,2013-11-05,TOR,1672,22.3
Mario Chalmers,2013-11-03,WAS,1676,24.4
Mario Chalmers,2013-11-01,BRK,1911,18.7
Mario Chalmers,2013-10-30,PHI,1835,32
Mike Dunleavy,2013-12-02,NOP,2882,40.9
Mike Dunleavy,2013-11-30,CLE,1328,8.7
Mike Dunleavy,2013-11-27,DET,1095,7.4
Mike Dunleavy,2013-11-25,UTA,2135,9.9
Mike Dunleavy,2013-11-24,LAC,1770,18.9
Mike Dunleavy,2013-11-22,POR,1893,18.1
Mike Dunleavy,2013-11-21,DEN,1873,28
Mike Dunleavy,2013-11-18,CHA,1597,14
Mike Dunleavy,2013-11-16,IND,1402,16.8
Mike Dunleavy,2013-11-15,TOR,1704,10.4
Mike Dunleavy,2013-11-11,CLE,1433,23.8
Mike Dunleavy,2013-11-08,UTA,1318,12.9
Mike Dunleavy,2013-11-06,IND,1232,9.6
Mike Dunleavy,2013-11-02,PHI,984,14.8
Mike Dunleavy,2013-10-31,NYK,884,3.9
Andrei Kirilenko,2013-11-08,WAS,767,15.4
Andrei Kirilenko,2013-11-05,UTA,1013,11
Andrei Kirilenko,2013-11-03,ORL,671,10.3
Andrei Kirilenko,2013-11-01,MIA,706,10.9
Andrei Kirilenko,NULL,NULL,NULL,NULL
Andrei Kirilenko,NULL,NULL,NULL,NULL
Andrei Kirilenko,NULL,NULL,NULL,NULL
Andrei Kirilenko,NULL,NULL,NULL,NULL
Andrei Kirilenko,NULL,NULL,NULL,NULL
Andrei Kirilenko,NULL,NULL,NULL,NULL
Andrei Kirilenko,NULL,NULL,NULL,NULL
Andrei Kirilenko,NULL,NULL,NULL,NULL
Andrei Kirilenko,NULL,NULL,NULL,NULL
Andrei Kirilenko,NULL,NULL,NULL,NULL
Andrei Kirilenko,NULL,NULL,NULL,NULL
Ed Davis,2013-12-03,PHO,1951,39.9
Ed Davis,2013-11-30,BRK,1769,20.6
Ed Davis,2013-11-27,BOS,1451,26.9
Ed Davis,2013-11-25,HOU,935,18.3
Ed Davis,2013-11-22,SAS,934,12.8
Ed Davis,2013-11-17,SAC,142,0
Ed Davis,2013-11-13,TOR,1433,20
Ed Davis,2013-11-11,IND,1037,17.4
Ed Davis,2013-11-09,GSW,88,0
Ed Davis,2013-11-06,NOP,1456,16
Ed Davis,2013-11-04,BOS,463,5.6
Ed Davis,2013-11-02,DAL,355,6.7
Ed Davis,2013-11-01,DET,1011,6.6
Ed Davis,2013-10-30,SAS,474,3.6
Ed Davis,NULL,NULL,NULL,NULL
Paul Pierce,2013-11-29,HOU,894,14.4
Paul Pierce,2013-11-27,LAL,1990,22.7
Paul Pierce,2013-11-26,TOR,1893,24.8
Paul Pierce,2013-11-24,DET,1661,24.3
Paul Pierce,2013-11-22,MIN,1291,9.1
Paul Pierce,2013-11-20,CHA,2074,20.4
Paul Pierce,2013-11-18,POR,1934,17.6
Paul Pierce,2013-11-15,PHO,2457,17.8
Paul Pierce,2013-11-13,SAC,1747,23.3
Paul Pierce,2013-11-09,IND,1964,29.6
Paul Pierce,2013-11-08,WAS,1592,19.1
Paul Pierce,2013-11-05,UTA,1376,26
Paul Pierce,2013-11-03,ORL,1658,23.9
Paul Pierce,2013-11-01,MIA,1863,32
Paul Pierce,2013-10-30,CLE,1791,23.8
Alan Anderson,2013-12-03,DEN,1795,22.3
Alan Anderson,2013-11-30,MEM,1701,11.9
Alan Anderson,2013-11-29,HOU,1380,18.8
Alan Anderson,2013-11-27,LAL,2097,25.3
Alan Anderson,2013-11-26,TOR,1699,14.3
Alan Anderson,2013-11-24,DET,1590,15.8
Alan Anderson,2013-11-22,MIN,1588,17.6
Alan Anderson,2013-11-20,CHA,1727,22.2
Alan Anderson,2013-11-18,POR,1213,15.4
Alan Anderson,2013-11-16,LAC,1929,18.8
Alan Anderson,2013-11-15,PHO,682,5.7
Alan Anderson,2013-11-13,SAC,984,4.6
Alan Anderson,2013-11-09,IND,999,7.2
Alan Anderson,2013-11-08,WAS,910,12
Alan Anderson,2013-11-05,UTA,720,7.5
Iman Shumpert,2013-12-01,NOP,1283,16.4
Iman Shumpert,2013-11-29,DEN,1921,20.4
