name,date,opp,mp,fanduel_pts
Shane Battier,2013-11-09,BOS,1622,8.2
Shane Battier,2013-11-07,LAC,1324,11.7
Shane Battier,2013-11-05,TOR,1177,17.4
Shane Battier,2013-11-03,WAS,1226,4.2
Shane Battier,2013-11-01,BRK,881,6.3
Greg Oden,NULL,NULL,NULL,NULL
Greg Oden,NULL,NULL,NULL,NULL
Greg Oden,NULL,NULL,NULL,NULL
Greg Oden,NULL,NULL,NULL,NULL
Greg Oden,NULL,NULL,NULL,NULL
Greg Oden,NULL,NULL,NULL,NULL
Greg Oden,NULL,NULL,NULL,NULL
Greg Oden,NULL,NULL,NULL,NULL
Greg Oden,NULL,NULL,NULL,NULL
Greg Oden,NULL,NULL,NULL,NULL
Greg Oden,NULL,NULL,NULL,NULL
Greg Oden,NULL,NULL,NULL,NULL
Greg Oden,NULL,NULL,NULL,NULL
Greg Oden,NULL,NULL,NULL,NULL
Greg Oden,NULL,NULL,NULL,NULL
Roger Mason,2013-11-25,PHO,1089,6
Roger Mason,2013-11-20,ORL,291,4.5
Roger Mason,2013-11-19,ATL,148,3
Roger Mason,2013-11-16,CHA,1206,13.3
Roger Mason,2013-11-12,MIL,589,4.2
Roger Mason,2013-10-30,PHI,878,4
Roger Mason,NULL,NULL,NULL,NULL
Roger Mason,NULL,NULL,NULL,NULL
Roger Mason,NULL,NULL,NULL,NULL
Roger Mason,NULL,NULL,NULL,NULL
Roger Mason,NULL,NULL,NULL,NULL
Roger Mason,NULL,NULL,NULL,NULL
Roger Mason,NULL,NULL,NULL,NULL
Roger Mason,NULL,NULL,NULL,NULL
Roger Mason,NULL,NULL,NULL,NULL
Antawn Jamison,2013-12-04,ATL,573,2.4
Antawn Jamison,2013-12-01,IND,932,7.8
Antawn Jamison,2013-11-29,SAC,997,12.5
Antawn Jamison,2013-11-27,NYK,965,6.2
Antawn Jamison,2013-11-24,CHI,912,15.6
Antawn Jamison,NULL,NULL,NULL,NULL
Antawn Jamison,NULL,NULL,NULL,NULL
Antawn Jamison,NULL,NULL,NULL,NULL
Antawn Jamison,NULL,NULL,NULL,NULL
Antawn Jamison,NULL,NULL,NULL,NULL
Antawn Jamison,NULL,NULL,NULL,NULL
Antawn Jamison,NULL,NULL,NULL,NULL
Antawn Jamison,NULL,NULL,NULL,NULL
Antawn Jamison,NULL,NULL,NULL,NULL
Antawn Jamison,NULL,NULL,NULL,NULL
Nazr Mohammed,2013-12-02,NOP,280,1.4
Nazr Mohammed,2013-11-30,CLE,286,2.7
Nazr Mohammed,2013-11-27,DET,425,5.2
Nazr Mohammed,2013-11-25,UTA,263,0
Nazr Mohammed,2013-11-24,LAC,1273,17.2
Nazr Mohammed,2013-11-22,POR,1079,15.8
Nazr Mohammed,2013-11-21,DEN,487,1.2
Nazr Mohammed,2013-11-18,CHA,433,6.8
Nazr Mohammed,2013-11-16,IND,650,6.7
Nazr Mohammed,2013-11-15,TOR,404,7.2
Nazr Mohammed,2013-11-11,CLE,495,4.6
Nazr Mohammed,2013-11-08,UTA,817,12.1
Nazr Mohammed,2013-11-06,IND,802,5.4
Nazr Mohammed,2013-11-02,PHI,469,8.1
Nazr Mohammed,2013-10-31,NYK,263,-2
Byron Mullens,2013-12-04,ATL,148,2
Byron Mullens,2013-11-24,CHI,330,7.4
Byron Mullens,2013-11-23,SAC,391,3
Byron Mullens,2013-11-21,OKC,282,0
Byron Mullens,2013-11-18,MEM,823,10.4
Byron Mullens,2013-11-16,BRK,571,10.9
Byron Mullens,2013-11-13,OKC,303,7.3
Byron Mullens,2013-11-11,MIN,522,5.2
Byron Mullens,2013-11-09,HOU,96,1.2
Byron Mullens,2013-11-07,MIA,492,8.7
Byron Mullens,2013-11-06,ORL,688,0
Byron Mullens,2013-11-04,HOU,900,21.8
Byron Mullens,2013-11-01,SAC,912,5.6
Byron Mullens,2013-10-31,GSW,538,6.9
Byron Mullens,NULL,NULL,NULL,NULL
Mike James,2013-12-02,NOP,592,4.2
Mike James,2013-11-30,CLE,783,7.4
Mike James,2013-11-25,UTA,181,2.5
Mike James,2013-11-24,LAC,382,1.5
Mike James,2013-11-08,UTA,85,0
Mike James,2013-11-06,IND,65,0
Mike James,NULL,NULL,NULL,NULL
Mike James,NULL,NULL,NULL,NULL
Mike James,NULL,NULL,NULL,NULL
Mike James,NULL,NULL,NULL,NULL
Mike James,NULL,NULL,NULL,NULL
Mike James,NULL,NULL,NULL,NULL
Mike James,NULL,NULL,NULL,NULL
Mike James,NULL,NULL,NULL,NULL
Mike James,NULL,NULL,NULL,NULL
James Jones,2013-12-03,DET,670,1.5
James Jones,2013-11-25,PHO,79,0
James Jones,2013-11-20,ORL,1200,20.7
James Jones,2013-11-19,ATL,958,14.4
James Jones,2013-11-12,MIL,216,3
James Jones,NULL,NULL,NULL,NULL
James Jones,NULL,NULL,NULL,NULL
James Jones,NULL,NULL,NULL,NULL
James Jones,NULL,NULL,NULL,NULL
James Jones,NULL,NULL,NULL,NULL
James Jones,NULL,NULL,NULL,NULL
James Jones,NULL,NULL,NULL,NULL
James Jones,NULL,NULL,NULL,NULL
James Jones,NULL,NULL,NULL,NULL
James Jones,NULL,NULL,NULL,NULL
Reggie Evans,2013-12-03,DEN,877,8
Reggie Evans,2013-11-29,HOU,1121,14.4
Reggie Evans,2013-11-27,LAL,220,1.2
Reggie Evans,2013-11-24,DET,935,7
Reggie Evans,2013-11-22,MIN,922,5.6
Reggie Evans,2013-11-20,CHA,1010,3.6
Reggie Evans,2013-11-18,POR,1644,17.3
Reggie Evans,2013-11-16,LAC,1305,14.2
Reggie Evans,2013-11-15,PHO,222,4.4
Reggie Evans,2013-11-13,SAC,746,10.2
Reggie Evans,2013-11-08,WAS,849,1.4
Reggie Evans,2013-11-05,UTA,826,9.6
Reggie Evans,2013-11-03,ORL,532,6
Reggie Evans,2013-11-01,MIA,359,1.2
Reggie Evans,2013-10-30,CLE,949,14.6
Mike Miller,2013-12-03,PHO,865,0.2
Mike Miller,2013-11-30,BRK,1375,8.6
Mike Miller,2013-11-27,BOS,1034,9.6
Mike Miller,2013-11-25,HOU,1049,15.1
Mike Miller,2013-11-22,SAS,1399,4.4
Mike Miller,2013-11-20,GSW,1712,12.8
Mike Miller,2013-11-18,LAC,1173,11.1
Mike Miller,2013-11-17,SAC,1253,5.6
Mike Miller,2013-11-15,LAL,1546,13.2
Mike Miller,2013-11-13,TOR,1246,9
Mike Miller,2013-11-11,IND,1300,13.6
Mike Miller,2013-11-09,GSW,1716,31.8
Mike Miller,2013-11-06,NOP,1434,21.2
Mike Miller,2013-11-04,BOS,1403,13
Mike Miller,2013-11-02,DAL,1078,10.3
Joel Anthony,2013-11-25,PHO,70,0
Joel Anthony,2013-11-19,ATL,147,0.2
Joel Anthony,2013-11-16,CHA,514,5.2
Joel Anthony,2013-11-12,MIL,326,5.2
Joel Anthony,2013-11-05,TOR,534,4.4
Joel Anthony,2013-11-01,BRK,199,0
Joel Anthony,NULL,NULL,NULL,NULL
Joel Anthony,NULL,NULL,NULL,NULL
Joel Anthony,NULL,NULL,NULL,NULL
Joel Anthony,NULL,NULL,NULL,NULL
Joel Anthony,NULL,NULL,NULL,NULL
Joel Anthony,NULL,NULL,NULL,NULL
Joel Anthony,NULL,NULL,NULL,NULL
Joel Anthony,NULL,NULL,NULL,NULL
Joel Anthony,NULL,NULL,NULL,NULL
Cole Aldrich,2013-11-20,IND,2,0
Cole Aldrich,2013-11-16,ATL,202,4.4
Cole Aldrich,2013-11-13,ATL,15,0
Cole Aldrich,2013-11-10,SAS,513,14.9
Cole Aldrich,2013-11-08,CHA,89,-1
Cole Aldrich,NULL,NULL,NULL,NULL
Cole Aldrich,NULL,NULL,NULL,NULL
Cole Aldrich,NULL,NULL,NULL,NULL
Cole Aldrich,NULL,NULL,NULL,NULL
Cole Aldrich,NULL,NULL,NULL,NULL
Cole Aldrich,NULL,NULL,NULL,NULL
Cole Aldrich,NULL,NULL,NULL,NULL
Cole Aldrich,NULL,NULL,NULL,NULL
Cole Aldrich,NULL,NULL,NULL,NULL
Cole Aldrich,NULL,NULL,NULL,NULL
